,address,legacy_escrow,c_ratio,collateral,debt
510,0x169D47A59Af8565F4677e996D2b2Cbc214D313a9,0.0,0.0,0.0,0.0
511,0x864DB360581F8f1f833D56f97876919eA791DB2F,0.0,0.0,2.071486664856873,0.0
512,0x4Ea5f73eE941d6f5983F823dB521f87A0475Cb61,0.0,0.0,0.0,0.0
513,0x817750AF08c7C95146F9d9C5936Fee283233F443,0.0,0.0,0.0,0.0
514,0x7C5b7712fB4E08d25af6dF531473cA461Af19A4C,0.0,0.0,5.6e-17,0.0
515,0xc784aa191b4562D4AE860b851461d7faC80ACf33,0.0,0.0,0.0,0.0
516,0xc54ff0f0Ea8A6D97f86396F2D1c2EEAa7d992924,4849.679999999999,0.0,4868.5580758999995,0.0
517,0x7a362D5a6254ADe48139C3AB81008B1898003394,0.0,0.0,3.6580759,0.0
518,0x93770F4Bf7455237E5e9373d1fb49F8d3E7a20F2,15000.0,0.0,15000.0,0.0
519,0x472FEA72C4d24414437f159c709fe99cd296ec08,0.0,0.0,0.0,0.0
520,0x93867b142026E3582FBF2D747987Ce7cfcD5cC32,0.0,0.0,0.0,0.0
521,0x6A956F2E7CBC4CFC5BfD8EcCB0f1f35E8679Af47,291.3932181,0.0,310.271294,0.0
522,0xCb016db66774BD5dd798fC3Ac9c3BfcC06d68c84,0.0,0.0,0.0,0.0
523,0xCe929ddc9AF1a510e58cD9b030d2CD6A4bF3d397,0.0,0.0,0.0,0.0
524,0x86a61Efe4369F9A352D81aA6e3D86632C47ae67B,0.0,0.0,0.0,0.0
525,0x902C9aeF0F3973dA18712f24ebb7c8cb2c7EA93C,1705.4099999999999,0.0,1705.4099999999999,0.0
526,0x8f6e1e5069b336aE553f463D2c0924674E8471fc,0.0,0.0,0.4646199506504525,0.0
527,0x05282B9c5034CDFC8aF432659c868815A959A847,0.0,0.0,0.0,0.0
528,0x785239bbFf630dE492D9aa410Abe70AC1e6A096E,0.0,0.0,45.549706300000004,0.0
529,0x2950E3b4663273D9B45036FbCD5732Cf6a6dc8A8,1142.8899999999999,0.0,1161.7680759,0.0
530,0x54c6154263bb13BD339b82578aBeE7e2ed44B630,616.3209955,0.0,616.3209955,0.0
531,0x511766ED016311ed19e96A01d039569c56412D98,0.0,0.0,0.0,0.0
532,0x80a07cc021054F24F592B713770e0fe80534a0Cd,0.0,0.0,0.0,0.0
533,0x9CdC5521EF66E57b4A04D3f9a558FFca9d736E97,0.0,0.0,0.0,0.0
534,0x4c1F633bfee6d96F6ca7C0643cfdf717457c265E,0.0,0.0,0.0,0.0
535,0x215002Ead9Bd140987cfe21ba1c4b0B81c50A7C2,7088.04,0.0,7088.04,0.0
536,0x68dC1EF73E2953deb0b24b3815c94e804aF31ec9,235.62537890000002,0.0,235.62537890000002,0.0
537,0x05b2040Ca03477b6A6bF483739e8b6a32513b17c,0.0,0.0,0.0,0.0
538,0xf98Ba9AD9B3aa0e042049b80cdf3209eB6f93ea1,0.0,0.0,3070.1264938211725,0.0
539,0x41320D3D256e4b9fc59aa6689a67C91C333851F7,426.2658839,0.0,426.2658839,0.0
540,0x6BDFA6257e032E5cEf97AB1A02a4757B01589e71,0.0,0.0,0.0,0.0
541,0xb0968ECA72D88f3dCA266E4b4c126F2421B06F26,2513.2400000000002,0.0,2532.1180759,0.0
542,0x2d9a17445E3079451fADdAACfF48D956EBA05fFD,0.0,0.0,4.7006527544685e-05,0.0
543,0x9a74dcC21697696e71D57383e3C2B948598ab7bB,0.0,0.0,0.0,0.0
544,0x326501E64Be342aa4CdEDF8874d73590474E2948,0.0,0.0,0.0,0.0
545,0x456cc02843017A227Cf5E7AE54Cad528aF52E18a,0.0,0.0,0.0,0.0
546,0x4fCb1C5aa9a53E7A198d345C5F1E4C221D58Ba65,0.0,0.0,0.0,0.0
547,0x3dD0623011e1ed2dAC7a824A0afCe4268C0f10B7,497.447788,0.0,497.447788,0.0
548,0xdDdc4A4BF91C51A5Ee598cE9c51D83fb80478eBA,0.0,0.0,8000.0,0.0
549,0x2e8bD6a283Adf4C9C54F4bDE53FA9f426bC642F9,1632.1,0.0,1632.1,0.0
550,0xA023552313471Fce3062fF7a07861F74bcaa0d90,0.0,0.0,0.0,0.0
551,0x25C1B76d6d678e2d99a54Ce46013ad528324bAeB,0.0,0.0,0.0,0.0
552,0x26408762614257F6182e76897D87a8A34a12D956,0.0,0.0,0.6928303142358938,0.0
553,0x5fc8b83774397da67152674cEE0869E0703706D2,0.0,0.0,0.0,0.0
554,0xA95e0D614E5d32640162da78F114d412586E5Ee6,2051.41,0.0,2051.41,0.0
555,0x94440b1531054ef62c766800450C22582715CfE3,1409.3400000000001,0.0,1409.3400000000001,0.0
556,0xd0b6e853A8da741D8D54EFB40FF29ac6f8B1B5c3,0.0,0.0,0.0,0.0
557,0x5009a4e75B3397a5dB01473E0dA71fF5265E91Da,0.0,0.0,0.0,0.0
558,0xa3CfdB964F40bf5E90C486A05d2A2a30f4907D95,0.0,0.0,317.33688909999995,0.0
559,0xB2dCc7B61a54b7Efe1938cFaDBd6a415Ef89Ff4C,1437.52,0.0,1437.52,0.0
560,0x18dB3C4ffa586c3eBf4D9f939F8DB79dcCe89048,241.532423325,0.0,241.532423325,0.0
561,0x6dBd8C623f40ac16C950eb629ce171c05d4B569c,0.0,0.0,0.0,0.0
562,0xe2a1853D64924c90267EaC68E413fB2FaC5fDeF7,609.6442848,0.0,628.5223607,0.0
563,0x0Ea5bdE1F85242E060027be3047e129446671AF8,0.0,0.0,0.0,0.0
564,0xc819a7ad23059B31fC63aF55e94723b1d27623D6,0.0,0.0,0.0,0.0
565,0x5bEED0516Cbf1857183c9Fe25179Eb3B3c2FdF43,0.0,0.0,0.0,0.0
566,0xc2EeAdC3737510C32B1b1049c6B8e857482b300E,0.0,0.0,0.0,0.0
567,0xd7b9B19a12Dbdb7cfb24CFfE99Ecd27E0AF65659,6349.33,0.0,6349.33,0.0
568,0x9A747C51AD4B00D9ABc5A2F317A3F475290f3dA8,317.16640140000004,0.0,317.16640140000004,0.0
569,0x598bf0D738e376b0B4FdB91caC48853DdC9bfc46,785.3271298,0.0,785.3271298,0.0
570,0xc062788d80124013C769A7593c33c1bF90c7b252,0.0,0.0,0.0,0.0
571,0xBEFC02efdF8266f0dC2bAc7Fd3DB5562b48De2e4,1434.21,0.0,1434.21,0.0
572,0xCeeD474D02362DA11951A17e352b15379132c077,0.0,1.9178879078576923,448282.5903442143,500847.38087480323
573,0xA61B8d13D20a3bdDf00702BFe4092981701a7358,0.0,0.0,0.0,0.0
574,0x6C97F4C8378078b9E2a42d87Bb60AB3C3Cce22F7,0.0,2.069371081254157,782.8557913450373,810.6252889556575
575,0x4b38a6Ee7dA9836C7f6CD9d595D8EFe73f7D9Aa2,0.0,0.0,0.0,0.0
576,0x1EfA0d654D2CeAf84e14c60B3971f572bA169253,167.80740509999998,0.0,167.80740509999998,0.0
577,0xf4c9e504bd85E60cC8D3797bC9dC0dac9876F619,0.0,0.0,6500.3280759,0.0
578,0x8281dc42ba251BfE66Eb372f8F2dD1D1c2ea7B3B,0.0,0.0,0.0,0.0
579,0xEfD5805d7e3322705982bACD069782Cf47fa7199,1409.3400000000001,0.0,1409.3400000000001,0.0
580,0xe3a18f42C4eE570D2a8153eab145226F7eea11A3,165.767797,0.0,165.767797,0.0
581,0xF2181396f9fd91421D9bD5E0e6DBEcADC3458393,0.0,0.0,1.0,0.0
582,0x70B86c423c5d10112096b6091B65796728f3C7B5,494.2684972,0.0,494.2684972,0.0
583,0x9624Db1479ADAcEF6fF8Ad63955B492A8c7430b5,0.0,0.0,0.0,0.0
